Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
BW-192-611923041-Personalmanagement;;;;28 14:00-15:00;;;
;1;BW-192-611923041-Personalmanagement;BW-192-611929002-Management;04 11:30-13:00;1;164
;2;BW-192-611923041-Personalmanagement;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;4;004
;3;BW-192-611923041-Personalmanagement;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;4;041
;4;BW-192-611923041-Personalmanagement;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;6;068
;5;BW-192-611923041-Personalmanagement;BW-192-611929010-Supply Chain Management;05 8:30-10:00;1;185
;6;BW-192-611923041-Personalmanagement;BW-192-611929014-Recht und Steuern;27 14:00-16:00;40;022
;7;BW-192-611923041-Personalmanagement;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;29;047
;8;BW-192-611923041-Personalmanagement;BW-192-611929017-Controlling;06 9:00-10:30;40;210
;9;BW-192-611923041-Personalmanagement;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;41;161
;10;BW-192-611923041-Personalmanagement;BW-192-611929019-Corporate Finance;05 14:00-15:30;41;191
BW-192-611924020-Operations Research;;;;03 11:30-13:00;;;
;1;BW-192-611924020-Operations Research;BW-192-611924030-Beschaffung und Logistik;25 11:00-13:00;10;214
;2;BW-192-611924020-Operations Research;BW-192-611924031-Dienstleistungsmanagement;Kein Datum gef;10;
;3;BW-192-611924020-Operations Research;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;29 11:00-13:00;8;118
;4;BW-192-611924020-Operations Research;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;31 8:30-10:30;5;073
;5;BW-192-611924020-Operations Research;BW-192-611924036-Marketing und Vertrieb;29 14:00-16:00;1;115
;6;BW-192-611924020-Operations Research;BW-192-611924038-Steuerberatung und -gestaltung;07 9:00-11:00;4;092
;7;BW-192-611924020-Operations Research;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;2;070
;8;BW-192-611924020-Operations Research;BW-192-611929010-Supply Chain Management;05 8:30-10:00;2;043
;9;BW-192-611924020-Operations Research;BW-192-611929014-Recht und Steuern;27 14:00-16:00;6;163
;10;BW-192-611924020-Operations Research;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;19;091
;11;BW-192-611924020-Operations Research;BW-192-611929017-Controlling;06 9:00-10:30;12;068
;12;BW-192-611924020-Operations Research;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;20;019
;13;BW-192-611924020-Operations Research;BW-192-611929019-Corporate Finance;05 14:00-15:30;2;049
BW-192-611924030-Beschaffung und Logistik;;;;25 11:00-13:00;;;
;1;BW-192-611924030-Beschaffung und Logistik;BW-192-611924020-Operations Research;03 11:30-13:00;10;214
;2;BW-192-611924030-Beschaffung und Logistik;BW-192-611924031-Dienstleistungsmanagement;Kein Datum gef;2;
;3;BW-192-611924030-Beschaffung und Logistik;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;29 11:00-13:00;4;094
;4;BW-192-611924030-Beschaffung und Logistik;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;31 8:30-10:30;3;139
;5;BW-192-611924030-Beschaffung und Logistik;BW-192-611924038-Steuerberatung und -gestaltung;07 9:00-11:00;1;308
;6;BW-192-611924030-Beschaffung und Logistik;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;1;115
;7;BW-192-611924030-Beschaffung und Logistik;BW-192-611929014-Recht und Steuern;27 14:00-16:00;2;049
;8;BW-192-611924030-Beschaffung und Logistik;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;8;121
;9;BW-192-611924030-Beschaffung und Logistik;BW-192-611929017-Controlling;06 9:00-10:30;2;284
;10;BW-192-611924030-Beschaffung und Logistik;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;1;235
;11;BW-192-611924030-Beschaffung und Logistik;BW-192-611929019-Corporate Finance;05 14:00-15:30;2;265
BW-192-611924031-Dienstleistungsmanagement;;;;Kein Datum gef;;
;1;BW-192-611924031-Dienstleistungsmanagement;BW-192-611924020-Operations Research;03 11:30-13:00;10;
;2;BW-192-611924031-Dienstleistungsmanagement;BW-192-611924030-Beschaffung und Logistik;25 11:00-13:00;2;
;3;BW-192-611924031-Dienstleistungsmanagement;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;31 8:30-10:30;2;
;4;BW-192-611924031-Dienstleistungsmanagement;BW-192-611929014-Recht und Steuern;27 14:00-16:00;1;
;5;BW-192-611924031-Dienstleistungsmanagement;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;4;
;6;BW-192-611924031-Dienstleistungsmanagement;BW-192-611929017-Controlling;06 9:00-10:30;4;
;7;BW-192-611924031-Dienstleistungsmanagement;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;6;
;8;BW-192-611924031-Dienstleistungsmanagement;BW-192-611929019-Corporate Finance;05 14:00-15:30;1;
BW-192-611924033-Bilanzpolitik und Bilanzanalyse;;;;29 11:00-13:00;;;
;1;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611924020-Operations Research;03 11:30-13:00;8;118
;2;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611924030-Beschaffung und Logistik;25 11:00-13:00;4;094
;3;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;31 8:30-10:30;1;043
;4;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611924038-Steuerberatung und -gestaltung;07 9:00-11:00;4;212
;5;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611929014-Recht und Steuern;27 14:00-16:00;3;043
;6;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;7;025
;7;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611929017-Controlling;06 9:00-10:30;4;188
;8;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;3;139
BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;;;;31 8:30-10:30;;;
;1;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611924020-Operations Research;03 11:30-13:00;5;073
;2;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611924030-Beschaffung und Logistik;25 11:00-13:00;3;139
;3;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611924031-Dienstleistungsmanagement;Kein Datum gef;2;
;4;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;29 11:00-13:00;1;043
;5;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611924036-Marketing und Vertrieb;29 14:00-16:00;1;040
;6;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611929014-Recht und Steuern;27 14:00-16:00;3;088
;7;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;5;016
;8;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611929017-Controlling;06 9:00-10:30;1;142
;9;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;3;094
;10;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;MM-2322-1502322138-Business Intelligence;03 11:30-13:00;1;073
BW-192-611924036-Marketing und Vertrieb;;;;29 14:00-16:00;;;
;1;BW-192-611924036-Marketing und Vertrieb;BW-192-611924020-Operations Research;03 11:30-13:00;1;115
;2;BW-192-611924036-Marketing und Vertrieb;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;31 8:30-10:30;1;040
;3;BW-192-611924036-Marketing und Vertrieb;BW-192-611929014-Recht und Steuern;27 14:00-16:00;3;046
;4;BW-192-611924036-Marketing und Vertrieb;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;1;022
;5;BW-192-611924036-Marketing und Vertrieb;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;2;136
;6;BW-192-611924036-Marketing und Vertrieb;BW-192-611929019-Corporate Finance;05 14:00-15:30;1;166
BW-192-611924038-Steuerberatung und -gestaltung;;;;07 9:00-11:00;;;
;1;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611924020-Operations Research;03 11:30-13:00;4;092
;2;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611924030-Beschaffung und Logistik;25 11:00-13:00;1;308
;3;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;29 11:00-13:00;4;212
;4;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;2;164
;5;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611929014-Recht und Steuern;27 14:00-16:00;1;257
;6;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;3;185
;7;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611929017-Controlling;06 9:00-10:30;2;022
;8;BW-192-611924038-Steuerberatung und -gestaltung;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;3;071
BW-192-611929000-Volkswirtschaftslehre;;;;03 14:00-16:00;;;
;1;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;61;045
;2;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929002-Management;04 11:30-13:00;71;019
;3;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;63;148
;4;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;69;214
;5;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;2;099
;6;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;1;004
;7;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;2;073
;8;BW-192-611929000-Volkswirtschaftslehre;BW-192-611929010-Supply Chain Management;05 8:30-10:00;1;040
BW-192-611929001-Quantitative Methoden 1;;;;01 14:00-16:30;;;
;1;BW-192-611929001-Quantitative Methoden 1;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;61;045
;2;BW-192-611929001-Quantitative Methoden 1;BW-192-611929002-Management;04 11:30-13:00;66;067
;3;BW-192-611929001-Quantitative Methoden 1;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;64;100
;4;BW-192-611929001-Quantitative Methoden 1;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;63;166
;5;BW-192-611929001-Quantitative Methoden 1;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;12;051
;6;BW-192-611929001-Quantitative Methoden 1;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;8;040
;7;BW-192-611929001-Quantitative Methoden 1;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;9;025
;8;BW-192-611929001-Quantitative Methoden 1;BW-192-611929010-Supply Chain Management;05 8:30-10:00;9;088
BW-192-611929002-Management;;;;04 11:30-13:00;;;
;1;BW-192-611929002-Management;BW-192-611923041-Personalmanagement;28 14:00-15:00;1;164
;2;BW-192-611929002-Management;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;71;019
;3;BW-192-611929002-Management;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;66;067
;4;BW-192-611929002-Management;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;70;169
;5;BW-192-611929002-Management;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;71;236
;6;BW-192-611929002-Management;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;7;121
;7;BW-192-611929002-Management;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;4;025
;8;BW-192-611929002-Management;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;5;094
;9;BW-192-611929002-Management;BW-192-611929010-Supply Chain Management;05 8:30-10:00;4;019
;10;BW-192-611929002-Management;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;1;001
BW-192-611929003-Betriebl.Rechnungswesen;;;;28 8:30-10:00;;;
;1;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611923041-Personalmanagement;28 14:00-15:00;4;004
;2;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;63;148
;3;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;64;100
;4;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929002-Management;04 11:30-13:00;70;169
;5;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;64;065
;6;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;19;046
;7;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;14;142
;8;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;12;073
;9;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929010-Supply Chain Management;05 8:30-10:00;15;190
;10;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929014-Recht und Steuern;27 14:00-16:00;2;016
;11;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;1;052
;12;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929017-Controlling;06 9:00-10:30;4;215
;13;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;3;166
;14;BW-192-611929003-Betriebl.Rechnungswesen;BW-192-611929019-Corporate Finance;05 14:00-15:30;3;196
BW-192-611929004-Produktions- und Technologiemanagement;;;;25 14:00-15:30;;;
;1;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;69;214
;2;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;63;166
;3;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929002-Management;04 11:30-13:00;71;236
;4;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;64;065
;5;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;3;113
;6;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;1;209
;7;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;3;140
;8;BW-192-611929004-Produktions- und Technologiemanagement;BW-192-611929010-Supply Chain Management;05 8:30-10:00;2;257
BW-192-611929006-Wirtschaftsrecht;;;;30 8:30-10:30;;;
;1;BW-192-611929006-Wirtschaftsrecht;BW-192-611923041-Personalmanagement;28 14:00-15:00;4;041
;2;BW-192-611929006-Wirtschaftsrecht;BW-192-611924030-Beschaffung und Logistik;25 11:00-13:00;1;115
;3;BW-192-611929006-Wirtschaftsrecht;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;2;099
;4;BW-192-611929006-Wirtschaftsrecht;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;12;051
;5;BW-192-611929006-Wirtschaftsrecht;BW-192-611929002-Management;04 11:30-13:00;7;121
;6;BW-192-611929006-Wirtschaftsrecht;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;19;046
;7;BW-192-611929006-Wirtschaftsrecht;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;3;113
;8;BW-192-611929006-Wirtschaftsrecht;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;38;094
;9;BW-192-611929006-Wirtschaftsrecht;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;35;025
;10;BW-192-611929006-Wirtschaftsrecht;BW-192-611929010-Supply Chain Management;05 8:30-10:00;36;142
;11;BW-192-611929006-Wirtschaftsrecht;BW-192-611929014-Recht und Steuern;27 14:00-16:00;2;064
;12;BW-192-611929006-Wirtschaftsrecht;BW-192-611929017-Controlling;06 9:00-10:30;2;166
;13;BW-192-611929006-Wirtschaftsrecht;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;4;118
;14;BW-192-611929006-Wirtschaftsrecht;BW-192-611929019-Corporate Finance;05 14:00-15:30;2;147
BW-192-611929008-Qualitätsmanagement;;;;03 8:30-10:00;;;
;1;BW-192-611929008-Qualitätsmanagement;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;1;004
;2;BW-192-611929008-Qualitätsmanagement;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;8;040
;3;BW-192-611929008-Qualitätsmanagement;BW-192-611929002-Management;04 11:30-13:00;4;025
;4;BW-192-611929008-Qualitätsmanagement;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;14;142
;5;BW-192-611929008-Qualitätsmanagement;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;1;209
;6;BW-192-611929008-Qualitätsmanagement;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;38;094
;7;BW-192-611929008-Qualitätsmanagement;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;33;067
;8;BW-192-611929008-Qualitätsmanagement;BW-192-611929010-Supply Chain Management;05 8:30-10:00;36;046
BW-192-611929009-Kosten- und Leistungsrechnung;;;;31 11:30-13:00;;;
;1;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611923041-Personalmanagement;28 14:00-15:00;6;068
;2;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611924020-Operations Research;03 11:30-13:00;2;070
;3;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611924038-Steuerberatung und -gestaltung;07 9:00-11:00;2;164
;4;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;2;073
;5;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;9;025
;6;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929002-Management;04 11:30-13:00;5;094
;7;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;12;073
;8;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;3;140
;9;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;35;025
;10;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;33;067
;11;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929010-Supply Chain Management;05 8:30-10:00;30;115
;12;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929014-Recht und Steuern;27 14:00-16:00;5;091
;13;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;3;019
;14;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929017-Controlling;06 9:00-10:30;6;140
;15;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;6;091
;16;BW-192-611929009-Kosten- und Leistungsrechnung;BW-192-611929019-Corporate Finance;05 14:00-15:30;5;121
BW-192-611929010-Supply Chain Management;;;;05 8:30-10:00;;;
;1;BW-192-611929010-Supply Chain Management;BW-192-611923041-Personalmanagement;28 14:00-15:00;1;185
;2;BW-192-611929010-Supply Chain Management;BW-192-611924020-Operations Research;03 11:30-13:00;2;043
;3;BW-192-611929010-Supply Chain Management;BW-192-611929000-Volkswirtschaftslehre;03 14:00-16:00;1;040
;4;BW-192-611929010-Supply Chain Management;BW-192-611929001-Quantitative Methoden 1;01 14:00-16:30;9;088
;5;BW-192-611929010-Supply Chain Management;BW-192-611929002-Management;04 11:30-13:00;4;019
;6;BW-192-611929010-Supply Chain Management;BW-192-611929003-Betriebl.Rechnungswesen;28 8:30-10:00;15;190
;7;BW-192-611929010-Supply Chain Management;BW-192-611929004-Produktions- und Technologiemanagement;25 14:00-15:30;2;257
;8;BW-192-611929010-Supply Chain Management;BW-192-611929006-Wirtschaftsrecht;30 8:30-10:30;36;142
;9;BW-192-611929010-Supply Chain Management;BW-192-611929008-Qualitätsmanagement;03 8:30-10:00;36;046
;10;BW-192-611929010-Supply Chain Management;BW-192-611929009-Kosten- und Leistungsrechnung;31 11:30-13:00;30;115
;11;BW-192-611929010-Supply Chain Management;BW-192-611929014-Recht und Steuern;27 14:00-16:00;1;208
;12;BW-192-611929010-Supply Chain Management;BW-192-611929016-Nationale und Internationale Rechnungslegung;30 14:00-16:00;1;136
;13;BW-192-611929010-Supply Chain Management;BW-192-611929017-Controlling;06 9:00-10:30;1;023
;14;BW-192-611929010-Supply Chain Management;BW-192-611929018-Einführung Marketing und Vertriebsmanagement;04 8:30-10:00;3;022
;15;BW-192-611929010-Supply Chain Management;BW-192-611929019-Corporate Finance;05 14:00-15:30;1;004
BW-192-611929014-Recht und Steuern;;;;27 14:00-16:00;;;
;1;BW-192-611929014-Recht und Steuern;BW-192-611923041-Personalmanagement;28 14:00-15:00;40;022
;2;BW-192-611929014-Recht und Steuern;BW-192-611924020-Operations Research;03 11:30-13:00;6;163
;3;BW-192-611929014-Recht und Steuern;BW-192-611924030-Beschaffung und Logistik;25 11:00-13:00;2;049
;4;BW-192-611929014-Recht und Steuern;BW-192-611924031-Dienstleistungsmanagement;Kein Datum gef;1;
;5;BW-192-611929014-Recht und Steuern;BW-192-611924033-Bilanzpolitik und Bilanzanalyse;29 11:00-13:00;3;043
;6;BW-192-611929014-Recht und Steuern;BW-192-611924035-Finanzdienstleistungen und Kapitalmärkte;31 8:30-10:30;3;088
